"id","kural_motoru","kural_dosyasi_adi","islenen_kayit_sayisi","calisma_suresi_ms","ram_kullanimi_mb","cpu_kullanimi_yuzde","kural_dosyasi_boyutu_byte","kayit_tarihi"
1223,Drools,rules_75.drl,100000,1776,133,16.50,5517,19.05.2025 11:36:48.844
1224,Drools,rules_75.drl,100000,1708,406,13.93,5517,19.05.2025 11:36:50.898
1225,Drools,rules_75.drl,100000,1748,325,15.03,5517,19.05.2025 11:36:52.892
1226,Drools,rules_75.drl,100000,1695,416,14.92,5517,19.05.2025 11:36:54.963
1227,Drools,rules_75.drl,100000,1718,542,15.88,5517,19.05.2025 11:36:56.959
1228,Drools,rules_75.drl,100000,1720,429,14.96,5517,19.05.2025 11:36:58.983
1229,Drools,rules_75.drl,100000,1727,176,14.93,5517,19.05.2025 11:37:01.027
1230,Drools,rules_75.drl,100000,1736,270,14.03,5517,19.05.2025 11:37:03.046
1231,Drools,rules_75.drl,100000,1735,390,13.96,5517,19.05.2025 11:37:05.071
1232,Drools,rules_75.drl,100000,1807,452,15.98,5517,19.05.2025 11:37:07.134
1233,Drools,rules_75.drl,100000,1707,192,14.45,5517,19.05.2025 11:37:09.246
1234,Drools,rules_75.drl,100000,1722,434,13.77,5517,19.05.2025 11:37:11.253
1235,Drools,rules_75.drl,100000,1908,117,15.14,5517,19.05.2025 11:37:13.345
1236,Drools,rules_75.drl,100000,1806,313,13.89,5517,19.05.2025 11:37:15.560
1237,Drools,rules_75.drl,100000,1753,261,13.94,5517,19.05.2025 11:37:17.679
1238,Drools,rules_75.drl,100000,1695,553,13.88,5517,19.05.2025 11:37:19.718
1239,Drools,rules_75.drl,100000,1717,418,14.27,5517,19.05.2025 11:37:21.688
1240,Drools,rules_75.drl,100000,1739,374,16.05,5517,19.05.2025 11:37:23.718
1241,Drools,rules_75.drl,100000,1782,252,16.21,5517,19.05.2025 11:37:25.784
1242,Drools,rules_75.drl,100000,1732,305,13.88,5517,19.05.2025 11:37:27.881
1243,Drools,rules_75.drl,100000,1742,489,14.20,5517,19.05.2025 11:37:29.902
1244,Drools,rules_75.drl,100000,1752,250,16.22,5517,19.05.2025 11:37:31.972
1245,Drools,rules_75.drl,100000,1665,417,15.43,5517,19.05.2025 11:37:34.078
1246,Drools,rules_75.drl,100000,1705,401,14.33,5517,19.05.2025 11:37:36.017
1247,Drools,rules_75.drl,100000,1697,569,14.57,5517,19.05.2025 11:37:38.093
1248,Drools,rules_75.drl,100000,1720,445,15.06,5517,19.05.2025 11:37:40.054
1249,Drools,rules_75.drl,100000,1720,545,14.37,5517,19.05.2025 11:37:42.055
1250,Drools,rules_75.drl,100000,1739,393,16.03,5517,19.05.2025 11:37:44.099
1251,Drools,rules_75.drl,100000,1749,299,15.61,5517,19.05.2025 11:37:46.155
1252,Drools,rules_75.drl,100000,1752,362,13.92,5517,19.05.2025 11:37:48.205
1253,Drools,rules_75.drl,100000,1785,138,16.03,5517,19.05.2025 11:37:50.290
1254,Drools,rules_75.drl,100000,1795,208,13.92,5517,19.05.2025 11:37:52.380
1255,Drools,rules_75.drl,100000,1757,364,14.26,5517,19.05.2025 11:37:54.460
1256,Drools,rules_75.drl,100000,1754,399,15.39,5517,19.05.2025 11:37:56.549
1257,Drools,rules_75.drl,100000,1753,454,15.08,5517,19.05.2025 11:37:58.587
1258,Drools,rules_75.drl,100000,1755,499,14.90,5517,19.05.2025 11:38:00.732
1259,Drools,rules_75.drl,100000,1784,446,15.94,5517,19.05.2025 11:38:02.814
1260,Drools,rules_75.drl,100000,1741,326,15.33,5517,19.05.2025 11:38:04.947
1261,Drools,rules_75.drl,100000,1820,467,15.39,5517,19.05.2025 11:38:07.009
1262,Drools,rules_75.drl,100000,1756,420,15.96,5517,19.05.2025 11:38:09.203
1263,Drools,rules_75.drl,100000,1708,675,14.27,5517,19.05.2025 11:38:11.241
1264,Drools,rules_75.drl,100000,1683,553,14.05,5517,19.05.2025 11:38:13.215
1265,Drools,rules_75.drl,100000,1764,483,16.19,5517,19.05.2025 11:38:15.219
1266,Drools,rules_75.drl,100000,1716,520,14.58,5517,19.05.2025 11:38:17.284
1267,Drools,rules_75.drl,100000,1727,475,14.56,5517,19.05.2025 11:38:19.281
1268,Drools,rules_75.drl,100000,1732,543,15.19,5517,19.05.2025 11:38:21.315
1269,Drools,rules_75.drl,100000,1744,570,15.96,5517,19.05.2025 11:38:23.387
1270,Drools,rules_75.drl,100000,1723,276,16.13,5517,19.05.2025 11:38:25.477
1271,Drools,rules_75.drl,100000,1716,348,16.23,5517,19.05.2025 11:38:27.534
1272,Drools,rules_75.drl,100000,1733,292,15.85,5517,19.05.2025 11:38:29.572
1273,Drools,rules_75.drl,100000,1722,461,15.49,5517,19.05.2025 11:38:31.639
1274,Drools,rules_75.drl,100000,1725,427,14.96,5517,19.05.2025 11:38:33.644
1275,Drools,rules_75.drl,100000,1766,464,15.33,5517,19.05.2025 11:38:35.671
1276,Drools,rules_75.drl,100000,1780,495,16.19,5517,19.05.2025 11:38:37.758
1277,Drools,rules_75.drl,100000,1736,257,16.17,5517,19.05.2025 11:38:39.877
1278,Drools,rules_75.drl,100000,1725,486,14.54,5517,19.05.2025 11:38:41.896
1279,Drools,rules_75.drl,100000,1731,379,14.96,5517,19.05.2025 11:38:43.926
1280,Drools,rules_75.drl,100000,1721,451,15.49,5517,19.05.2025 11:38:46.024
1281,Drools,rules_75.drl,100000,1705,385,14.75,5517,19.05.2025 11:38:48.034
1282,Drools,rules_75.drl,100000,1757,528,15.46,5517,19.05.2025 11:38:50.048
1283,Drools,rules_75.drl,100000,1797,575,15.28,5517,19.05.2025 11:38:52.125
1284,Drools,rules_75.drl,100000,1761,667,15.83,5517,19.05.2025 11:38:54.255
1285,Drools,rules_75.drl,100000,1791,537,16.70,5517,19.05.2025 11:38:56.347
1286,Drools,rules_75.drl,100000,1706,392,15.25,5517,19.05.2025 11:38:58.539
1287,Drools,rules_75.drl,100000,1699,561,13.06,5517,19.05.2025 11:39:00.576
1288,Drools,rules_75.drl,100000,1763,546,15.25,5517,19.05.2025 11:39:02.610
1289,Drools,rules_75.drl,100000,1765,829,13.86,5517,19.05.2025 11:39:04.709
1290,Drools,rules_75.drl,100000,1774,792,14.07,5517,19.05.2025 11:39:06.764
1291,Drools,rules_75.drl,100000,1832,724,15.50,5517,19.05.2025 11:39:08.857
1292,Drools,rules_75.drl,100000,1802,137,16.06,5517,19.05.2025 11:39:11.032
1293,Drools,rules_75.drl,100000,1987,607,13.96,5517,19.05.2025 11:39:13.126
1294,Drools,rules_75.drl,100000,1783,522,13.35,5517,19.05.2025 11:39:15.426
1295,Drools,rules_75.drl,100000,1819,627,14.26,5517,19.05.2025 11:39:17.539
1296,Drools,rules_75.drl,100000,1807,662,14.33,5517,19.05.2025 11:39:19.683
1297,Drools,rules_75.drl,100000,1839,674,14.22,5517,19.05.2025 11:39:21.799
1298,Drools,rules_75.drl,100000,1789,740,15.34,5517,19.05.2025 11:39:24.001
1299,Drools,rules_75.drl,100000,1737,827,16.37,5517,19.05.2025 11:39:26.166
1300,Drools,rules_75.drl,100000,1831,823,15.91,5517,19.05.2025 11:39:28.231
1301,Easy Rules,rules_51_75.yml,100000,8934,969,13.77,5459,19.05.2025 11:39:30.847
1302,Easy Rules,rules_51_75.yml,100000,8754,465,13.94,5459,19.05.2025 11:39:40.597
1303,Easy Rules,rules_51_75.yml,100000,8806,278,13.80,5459,19.05.2025 11:39:50.103
1304,Easy Rules,rules_51_75.yml,100000,8678,195,13.23,5459,19.05.2025 11:39:59.584
1305,Easy Rules,rules_51_75.yml,100000,8952,296,12.95,5459,19.05.2025 11:40:08.939
1306,Easy Rules,rules_51_75.yml,100000,8676,495,13.03,5459,19.05.2025 11:40:18.610
1307,Easy Rules,rules_51_75.yml,100000,8733,472,13.35,5459,19.05.2025 11:40:27.951
1308,Easy Rules,rules_51_75.yml,100000,9379,240,13.08,5459,19.05.2025 11:40:37.460
1309,Easy Rules,rules_51_75.yml,100000,9143,264,12.58,5459,19.05.2025 11:40:47.603
1310,Easy Rules,rules_51_75.yml,100000,8819,351,12.86,5459,19.05.2025 11:40:57.394
1311,Easy Rules,rules_51_75.yml,100000,8967,750,12.75,5459,19.05.2025 11:41:06.895
1312,Easy Rules,rules_51_75.yml,100000,8770,866,13.48,5459,19.05.2025 11:41:16.608
1313,Easy Rules,rules_51_75.yml,100000,9265,212,13.54,5459,19.05.2025 11:41:26.166
1314,Easy Rules,rules_51_75.yml,100000,8736,166,13.24,5459,19.05.2025 11:41:36.099
1315,Easy Rules,rules_51_75.yml,100000,8715,228,12.96,5459,19.05.2025 11:41:45.490
1316,Easy Rules,rules_51_75.yml,100000,8757,143,13.22,5459,19.05.2025 11:41:54.893
1317,Easy Rules,rules_51_75.yml,100000,8566,445,12.94,5459,19.05.2025 11:42:04.284
1318,Easy Rules,rules_51_75.yml,100000,8800,274,13.07,5459,19.05.2025 11:42:13.477
1319,Easy Rules,rules_51_75.yml,100000,8553,341,13.26,5459,19.05.2025 11:42:22.946
1320,Easy Rules,rules_51_75.yml,100000,8796,520,13.66,5459,19.05.2025 11:42:32.185
1321,Easy Rules,rules_51_75.yml,100000,8664,489,13.08,5459,19.05.2025 11:42:41.603
1322,Easy Rules,rules_51_75.yml,100000,8652,198,13.48,5459,19.05.2025 11:42:50.925
1323,Easy Rules,rules_51_75.yml,100000,8744,374,12.98,5459,19.05.2025 11:43:00.218
1324,Easy Rules,rules_51_75.yml,100000,8637,572,13.41,5459,19.05.2025 11:43:09.641
1325,Easy Rules,rules_51_75.yml,100000,8656,565,13.08,5459,19.05.2025 11:43:18.912
1326,Easy Rules,rules_51_75.yml,100000,8553,564,13.59,5459,19.05.2025 11:43:28.235
1327,Easy Rules,rules_51_75.yml,100000,8582,373,12.84,5459,19.05.2025 11:43:37.441
1328,Easy Rules,rules_51_75.yml,100000,8498,460,13.13,5459,19.05.2025 11:43:46.664
1329,Easy Rules,rules_51_75.yml,100000,8485,291,13.44,5459,19.05.2025 11:43:55.819
1330,Easy Rules,rules_51_75.yml,100000,8580,394,13.27,5459,19.05.2025 11:44:05.002
1331,Easy Rules,rules_51_75.yml,100000,8445,287,13.88,5459,19.05.2025 11:44:14.283
1332,Easy Rules,rules_51_75.yml,100000,8535,237,13.48,5459,19.05.2025 11:44:23.402
1333,Easy Rules,rules_51_75.yml,100000,8454,343,13.47,5459,19.05.2025 11:44:32.614
1334,Easy Rules,rules_51_75.yml,100000,8533,245,13.51,5459,19.05.2025 11:44:41.744
1335,Easy Rules,rules_51_75.yml,100000,8491,246,13.41,5459,19.05.2025 11:44:50.944
1336,Easy Rules,rules_51_75.yml,100000,8535,324,13.23,5459,19.05.2025 11:45:00.098
1337,Easy Rules,rules_51_75.yml,100000,8475,333,13.47,5459,19.05.2025 11:45:09.329
1338,Easy Rules,rules_51_75.yml,100000,8497,196,13.46,5459,19.05.2025 11:45:18.477
1339,Easy Rules,rules_51_75.yml,100000,8436,276,13.37,5459,19.05.2025 11:45:27.666
1340,Easy Rules,rules_51_75.yml,100000,8517,333,13.41,5459,19.05.2025 11:45:36.758
1341,Easy Rules,rules_51_75.yml,100000,8586,295,13.70,5459,19.05.2025 11:45:45.970
1342,Easy Rules,rules_51_75.yml,100000,8546,428,13.39,5459,19.05.2025 11:45:55.232
1343,Easy Rules,rules_51_75.yml,100000,8562,367,13.08,5459,19.05.2025 11:46:04.402
1344,Easy Rules,rules_51_75.yml,100000,8666,314,13.14,5459,19.05.2025 11:46:13.684
1345,Easy Rules,rules_51_75.yml,100000,8417,219,13.19,5459,19.05.2025 11:46:23.088
1346,Easy Rules,rules_51_75.yml,100000,8645,467,13.24,5459,19.05.2025 11:46:32.177
1347,Easy Rules,rules_51_75.yml,100000,8533,330,13.08,5459,19.05.2025 11:46:41.444
1348,Easy Rules,rules_51_75.yml,100000,8430,273,13.42,5459,19.05.2025 11:46:50.671
1349,Easy Rules,rules_51_75.yml,100000,8636,333,13.32,5459,19.05.2025 11:46:59.814
1350,Easy Rules,rules_51_75.yml,100000,8454,256,13.51,5459,19.05.2025 11:47:09.154
1351,Easy Rules,rules_51_75.yml,100000,8713,393,13.48,5459,19.05.2025 11:47:18.281
1352,Easy Rules,rules_51_75.yml,100000,8424,215,13.52,5459,19.05.2025 11:47:27.688
1353,Easy Rules,rules_51_75.yml,100000,8598,129,13.31,5459,19.05.2025 11:47:36.819
1354,Easy Rules,rules_51_75.yml,100000,8573,240,13.05,5459,19.05.2025 11:47:46.044
1355,Easy Rules,rules_51_75.yml,100000,8572,424,13.33,5459,19.05.2025 11:47:55.296
1356,Easy Rules,rules_51_75.yml,100000,8581,346,13.64,5459,19.05.2025 11:48:04.544
1357,Easy Rules,rules_51_75.yml,100000,8595,540,12.83,5459,19.05.2025 11:48:13.746
1358,Easy Rules,rules_51_75.yml,100000,8614,621,13.11,5459,19.05.2025 11:48:23.028
1359,Easy Rules,rules_51_75.yml,100000,8475,204,13.55,5459,19.05.2025 11:48:32.353
1360,Easy Rules,rules_51_75.yml,100000,8568,346,13.50,5459,19.05.2025 11:48:41.530
1361,Easy Rules,rules_51_75.yml,100000,8601,339,13.17,5459,19.05.2025 11:48:50.789
1362,Easy Rules,rules_51_75.yml,100000,8512,136,13.75,5459,19.05.2025 11:49:00.084
1363,Easy Rules,rules_51_75.yml,100000,8505,241,13.18,5459,19.05.2025 11:49:09.230
1364,Easy Rules,rules_51_75.yml,100000,8524,417,13.33,5459,19.05.2025 11:49:18.387
1365,Easy Rules,rules_51_75.yml,100000,8506,297,13.61,5459,19.05.2025 11:49:27.591
1366,Easy Rules,rules_51_75.yml,100000,8520,536,13.01,5459,19.05.2025 11:49:36.769
1367,Easy Rules,rules_51_75.yml,100000,8440,355,13.55,5459,19.05.2025 11:49:45.963
1368,Easy Rules,rules_51_75.yml,100000,8478,367,13.60,5459,19.05.2025 11:49:55.060
1369,Easy Rules,rules_51_75.yml,100000,8537,305,13.46,5459,19.05.2025 11:50:04.198
1370,Easy Rules,rules_51_75.yml,100000,8587,197,13.49,5459,19.05.2025 11:50:13.416
1371,Easy Rules,rules_51_75.yml,100000,8553,331,13.41,5459,19.05.2025 11:50:22.691
1372,Easy Rules,rules_51_75.yml,100000,8508,313,13.25,5459,19.05.2025 11:50:31.894
1373,Easy Rules,rules_51_75.yml,100000,8565,244,13.46,5459,19.05.2025 11:50:41.104
1374,Easy Rules,rules_51_75.yml,100000,8539,335,13.41,5459,19.05.2025 11:50:50.358
1375,Easy Rules,rules_51_75.yml,100000,8642,228,13.57,5459,19.05.2025 11:50:59.599
1376,Easy Rules,rules_51_75.yml,100000,8659,283,13.17,5459,19.05.2025 11:51:08.891
1377,Easy Rules,rules_51_75.yml,100000,8669,427,13.29,5459,19.05.2025 11:51:18.271
1378,Easy Rules,rules_51_75.yml,100000,8601,444,13.47,5459,19.05.2025 11:51:27.676
1379,Easy Rules,rules_51_75.yml,100000,8713,285,12.99,5459,19.05.2025 11:51:36.974
1380,Easy Rules,rules_51_75.yml,100000,8719,165,13.40,5459,19.05.2025 11:51:46.426
1381,Easy Rules,rules_51_75.yml,100000,8696,278,13.05,5459,19.05.2025 11:51:55.776
1382,Easy Rules,rules_51_75.yml,100000,8655,337,13.46,5459,19.05.2025 11:52:05.162
1383,Easy Rules,rules_51_75.yml,100000,8804,686,13.63,5459,19.05.2025 11:52:14.521
1384,Easy Rules,rules_51_75.yml,100000,8744,527,12.93,5459,19.05.2025 11:52:23.927
1385,Easy Rules,rules_51_75.yml,100000,8756,423,13.11,5459,19.05.2025 11:52:33.355
1386,Easy Rules,rules_51_75.yml,100000,8659,630,13.00,5459,19.05.2025 11:52:42.757
1387,Easy Rules,rules_51_75.yml,100000,8690,212,13.61,5459,19.05.2025 11:52:52.120
1388,Easy Rules,rules_51_75.yml,100000,8741,581,12.89,5459,19.05.2025 11:53:01.407
1389,Easy Rules,rules_51_75.yml,100000,8736,542,13.02,5459,19.05.2025 11:53:10.787
1390,Easy Rules,rules_51_75.yml,100000,8614,298,13.42,5459,19.05.2025 11:53:20.202
1391,Easy Rules,rules_51_75.yml,100000,8681,444,13.43,5459,19.05.2025 11:53:29.491
1392,Easy Rules,rules_51_75.yml,100000,8611,247,13.63,5459,19.05.2025 11:53:38.883
1393,Easy Rules,rules_51_75.yml,100000,8665,337,12.88,5459,19.05.2025 11:53:48.187
1394,Easy Rules,rules_51_75.yml,100000,8797,233,13.42,5459,19.05.2025 11:53:57.549
1395,Easy Rules,rules_51_75.yml,100000,8751,278,13.36,5459,19.05.2025 11:54:07.065
1396,Easy Rules,rules_51_75.yml,100000,8694,357,13.40,5459,19.05.2025 11:54:16.545
1397,Easy Rules,rules_51_75.yml,100000,8727,305,13.35,5459,19.05.2025 11:54:25.870
1398,Easy Rules,rules_51_75.yml,100000,8679,424,13.65,5459,19.05.2025 11:54:35.308
1399,Easy Rules,rules_51_75.yml,100000,8732,286,13.06,5459,19.05.2025 11:54:44.699
1400,Easy Rules,rules_51_75.yml,100000,8627,399,13.40,5459,19.05.2025 11:54:54.131
1401,Drools,rules_100.drl,100000,1774,445,14.77,7002,19.05.2025 11:55:03.055
1402,Drools,rules_100.drl,100000,1756,408,15.06,7002,19.05.2025 11:55:05.132
1403,Drools,rules_100.drl,100000,1732,315,16.12,7002,19.05.2025 11:55:07.213
1404,Drools,rules_100.drl,100000,1726,311,16.12,7002,19.05.2025 11:55:09.274
1405,Drools,rules_100.drl,100000,1689,515,14.16,7002,19.05.2025 11:55:11.279
1406,Drools,rules_100.drl,100000,1722,406,15.92,7002,19.05.2025 11:55:13.259
1407,Drools,rules_100.drl,100000,1753,249,15.31,7002,19.05.2025 11:55:15.306
1408,Drools,rules_100.drl,100000,1724,321,13.16,7002,19.05.2025 11:55:17.374
1409,Drools,rules_100.drl,100000,1712,500,13.24,7002,19.05.2025 11:55:19.385
1410,Drools,rules_100.drl,100000,1742,380,15.15,7002,19.05.2025 11:55:21.412
1411,Drools,rules_100.drl,100000,1715,677,13.77,7002,19.05.2025 11:55:23.435
1412,Drools,rules_100.drl,100000,1708,577,14.35,7002,19.05.2025 11:55:25.430
1413,Drools,rules_100.drl,100000,1752,242,16.22,7002,19.05.2025 11:55:27.469
1414,Drools,rules_100.drl,100000,1748,244,16.19,7002,19.05.2025 11:55:29.556
1415,Drools,rules_100.drl,100000,1755,178,16.45,7002,19.05.2025 11:55:31.638
1416,Drools,rules_100.drl,100000,1694,270,14.10,7002,19.05.2025 11:55:33.674
1417,Drools,rules_100.drl,100000,1688,423,13.93,7002,19.05.2025 11:55:35.664
1418,Drools,rules_100.drl,100000,1810,570,16.18,7002,19.05.2025 11:55:37.651
1419,Drools,rules_100.drl,100000,1724,643,15.44,7002,19.05.2025 11:55:39.790
1420,Drools,rules_100.drl,100000,1735,532,14.89,7002,19.05.2025 11:55:41.834
1421,Drools,rules_100.drl,100000,1719,593,14.00,7002,19.05.2025 11:55:43.856
1422,Drools,rules_100.drl,100000,1720,504,14.12,7002,19.05.2025 11:55:45.858
1423,Drools,rules_100.drl,100000,1687,630,13.81,7002,19.05.2025 11:55:47.857
1424,Drools,rules_100.drl,100000,1679,283,15.05,7002,19.05.2025 11:55:49.870
1425,Drools,rules_100.drl,100000,1760,480,15.63,7002,19.05.2025 11:55:51.870
1426,Drools,rules_100.drl,100000,1732,415,15.84,7002,19.05.2025 11:55:53.973
1427,Drools,rules_100.drl,100000,1702,631,14.08,7002,19.05.2025 11:55:55.977
1428,Drools,rules_100.drl,100000,1728,593,14.17,7002,19.05.2025 11:55:57.960
1429,Drools,rules_100.drl,100000,1813,551,16.39,7002,19.05.2025 11:56:00.047
1430,Drools,rules_100.drl,100000,1736,695,14.95,7002,19.05.2025 11:56:02.205
1431,Drools,rules_100.drl,100000,1669,402,14.20,7002,19.05.2025 11:56:04.237
1432,Drools,rules_100.drl,100000,1685,613,12.88,7002,19.05.2025 11:56:06.248
1433,Drools,rules_100.drl,100000,1752,231,15.47,7002,19.05.2025 11:56:08.259
1434,Drools,rules_100.drl,100000,1735,276,15.96,7002,19.05.2025 11:56:10.336
1435,Drools,rules_100.drl,100000,1731,432,15.67,7002,19.05.2025 11:56:12.405
1436,Drools,rules_100.drl,100000,1712,198,14.91,7002,19.05.2025 11:56:14.468
1437,Drools,rules_100.drl,100000,1702,450,13.90,7002,19.05.2025 11:56:16.463
1438,Drools,rules_100.drl,100000,1743,287,15.89,7002,19.05.2025 11:56:18.470
1439,Drools,rules_100.drl,100000,1742,184,16.32,7002,19.05.2025 11:56:20.525
1440,Drools,rules_100.drl,100000,1718,317,14.11,7002,19.05.2025 11:56:22.547
1441,Drools,rules_100.drl,100000,1721,326,15.69,7002,19.05.2025 11:56:24.575
1442,Drools,rules_100.drl,100000,1772,309,15.92,7002,19.05.2025 11:56:26.613
1443,Drools,rules_100.drl,100000,1759,419,14.09,7002,19.05.2025 11:56:28.672
1444,Drools,rules_100.drl,100000,1783,212,16.00,7002,19.05.2025 11:56:30.759
1445,Drools,rules_100.drl,100000,1747,333,15.49,7002,19.05.2025 11:56:32.883
1446,Drools,rules_100.drl,100000,1685,494,14.51,7002,19.05.2025 11:56:34.961
1447,Drools,rules_100.drl,100000,1726,539,15.62,7002,19.05.2025 11:56:36.932
1448,Drools,rules_100.drl,100000,1725,668,15.40,7002,19.05.2025 11:56:38.976
1449,Drools,rules_100.drl,100000,1696,516,14.80,7002,19.05.2025 11:56:40.968
1450,Drools,rules_100.drl,100000,1696,288,15.24,7002,19.05.2025 11:56:43.061
1451,Drools,rules_100.drl,100000,1777,460,16.00,7002,19.05.2025 11:56:45.076
1452,Drools,rules_100.drl,100000,1726,492,15.59,7002,19.05.2025 11:56:47.191
1453,Drools,rules_100.drl,100000,1741,508,15.35,7002,19.05.2025 11:56:49.245
1454,Drools,rules_100.drl,100000,1769,171,16.25,7002,19.05.2025 11:56:51.320
1455,Drools,rules_100.drl,100000,1733,357,14.91,7002,19.05.2025 11:56:53.434
1456,Drools,rules_100.drl,100000,1745,373,16.14,7002,19.05.2025 11:56:55.487
1457,Drools,rules_100.drl,100000,1691,134,15.39,7002,19.05.2025 11:56:57.612
1458,Drools,rules_100.drl,100000,1690,202,13.59,7002,19.05.2025 11:56:59.638
1459,Drools,rules_100.drl,100000,1690,279,14.00,7002,19.05.2025 11:57:01.603
1460,Drools,rules_100.drl,100000,1728,350,14.15,7002,19.05.2025 11:57:03.556
1461,Drools,rules_100.drl,100000,1763,321,16.04,7002,19.05.2025 11:57:05.601
1462,Drools,rules_100.drl,100000,1801,520,15.80,7002,19.05.2025 11:57:07.696
1463,Drools,rules_100.drl,100000,1771,422,15.96,7002,19.05.2025 11:57:09.821
1464,Drools,rules_100.drl,100000,1718,476,14.17,7002,19.05.2025 11:57:11.867
1465,Drools,rules_100.drl,100000,1714,684,13.98,7002,19.05.2025 11:57:13.865
1466,Drools,rules_100.drl,100000,1718,369,16.58,7002,19.05.2025 11:57:15.906
1467,Drools,rules_100.drl,100000,1717,548,15.80,7002,19.05.2025 11:57:17.960
1468,Drools,rules_100.drl,100000,1735,629,15.45,7002,19.05.2025 11:57:19.979
1469,Drools,rules_100.drl,100000,1722,632,15.84,7002,19.05.2025 11:57:22.036
1470,Drools,rules_100.drl,100000,1924,412,15.30,7002,19.05.2025 11:57:24.102
1471,Drools,rules_100.drl,100000,1646,279,14.02,7002,19.05.2025 11:57:26.386
1472,Drools,rules_100.drl,100000,1757,510,14.30,7002,19.05.2025 11:57:28.321
1473,Drools,rules_100.drl,100000,1746,486,13.89,7002,19.05.2025 11:57:30.370
1474,Drools,rules_100.drl,100000,1744,700,13.95,7002,19.05.2025 11:57:32.399
1475,Drools,rules_100.drl,100000,1774,597,15.68,7002,19.05.2025 11:57:34.454
1476,Drools,rules_100.drl,100000,1708,359,15.19,7002,19.05.2025 11:57:36.570
1477,Drools,rules_100.drl,100000,1705,399,15.19,7002,19.05.2025 11:57:38.613
1478,Drools,rules_100.drl,100000,1684,436,14.58,7002,19.05.2025 11:57:40.625
1479,Drools,rules_100.drl,100000,1723,218,15.98,7002,19.05.2025 11:57:42.644
1480,Drools,rules_100.drl,100000,1701,226,14.66,7002,19.05.2025 11:57:44.703
1481,Drools,rules_100.drl,100000,1710,488,13.88,7002,19.05.2025 11:57:46.688
1482,Drools,rules_100.drl,100000,1778,445,15.59,7002,19.05.2025 11:57:48.780
1483,Drools,rules_100.drl,100000,1710,552,14.18,7002,19.05.2025 11:57:50.853
1484,Drools,rules_100.drl,100000,1725,351,15.41,7002,19.05.2025 11:57:52.919
1485,Drools,rules_100.drl,100000,1741,523,16.02,7002,19.05.2025 11:57:54.967
1486,Drools,rules_100.drl,100000,1713,522,14.73,7002,19.05.2025 11:57:56.986
1487,Drools,rules_100.drl,100000,1754,452,14.85,7002,19.05.2025 11:57:58.997
1488,Drools,rules_100.drl,100000,1782,126,16.29,7002,19.05.2025 11:58:01.088
1489,Drools,rules_100.drl,100000,1756,339,14.17,7002,19.05.2025 11:58:03.165
1490,Drools,rules_100.drl,100000,1767,238,15.25,7002,19.05.2025 11:58:05.234
1491,Drools,rules_100.drl,100000,1706,182,15.13,7002,19.05.2025 11:58:07.348
1492,Drools,rules_100.drl,100000,1730,308,14.04,7002,19.05.2025 11:58:09.338
1493,Drools,rules_100.drl,100000,1698,518,14.04,7002,19.05.2025 11:58:11.354
1494,Drools,rules_100.drl,100000,1705,457,14.49,7002,19.05.2025 11:58:13.335
1495,Drools,rules_100.drl,100000,1744,220,16.67,7002,19.05.2025 11:58:15.389
1496,Drools,rules_100.drl,100000,1717,395,14.12,7002,19.05.2025 11:58:17.413
1497,Drools,rules_100.drl,100000,1762,310,16.00,7002,19.05.2025 11:58:19.442
1498,Drools,rules_100.drl,100000,1761,522,15.38,7002,19.05.2025 11:58:21.592
1499,Drools,rules_100.drl,100000,1714,340,14.61,7002,19.05.2025 11:58:23.630
1500,Drools,rules_100.drl,100000,1695,354,15.63,7002,19.05.2025 11:58:25.687
1501,Easy Rules,rules_76_100.yml,100000,7977,447,13.26,5185,19.05.2025 11:58:27.936
1502,Easy Rules,rules_76_100.yml,100000,8174,515,13.29,5185,19.05.2025 11:58:36.529
1503,Easy Rules,rules_76_100.yml,100000,7979,251,13.46,5185,19.05.2025 11:58:45.290
1504,Easy Rules,rules_76_100.yml,100000,8057,237,13.07,5185,19.05.2025 11:58:53.962
1505,Easy Rules,rules_76_100.yml,100000,7962,382,13.21,5185,19.05.2025 11:59:02.590
1506,Easy Rules,rules_76_100.yml,100000,7948,405,13.63,5185,19.05.2025 11:59:11.354
1507,Easy Rules,rules_76_100.yml,100000,8053,245,13.30,5185,19.05.2025 11:59:19.965
1508,Easy Rules,rules_76_100.yml,100000,7854,380,13.28,5185,19.05.2025 11:59:28.678
1509,Easy Rules,rules_76_100.yml,100000,8024,317,13.30,5185,19.05.2025 11:59:37.164
1510,Easy Rules,rules_76_100.yml,100000,7837,636,12.74,5185,19.05.2025 11:59:45.732
1511,Easy Rules,rules_76_100.yml,100000,7947,375,12.84,5185,19.05.2025 11:59:54.137
1512,Easy Rules,rules_76_100.yml,100000,7932,466,13.05,5185,19.05.2025 12:00:02.623
1513,Easy Rules,rules_76_100.yml,100000,7910,445,12.90,5185,19.05.2025 12:00:11.137
1514,Easy Rules,rules_76_100.yml,100000,7860,691,13.04,5185,19.05.2025 12:00:19.601
1515,Easy Rules,rules_76_100.yml,100000,7842,407,13.50,5185,19.05.2025 12:00:28.103
1516,Easy Rules,rules_76_100.yml,100000,7966,328,13.16,5185,19.05.2025 12:00:36.505
1517,Easy Rules,rules_76_100.yml,100000,7921,372,13.28,5185,19.05.2025 12:00:45.141
