"id","kural_motoru","kural_dosyasi_adi","islenen_kayit_sayisi","calisma_suresi_ms","ram_kullanimi_mb","cpu_kullanimi_yuzde","kural_dosyasi_boyutu_byte","kayit_tarihi"
596,Easy Rules,rules_51_75.yml,50000,5626,301,13.04,5459,19.05.2025 10:14:54.334
597,Easy Rules,rules_51_75.yml,50000,5341,237,12.65,5459,19.05.2025 10:15:00.500
598,Easy Rules,rules_51_75.yml,50000,6209,179,12.08,5459,19.05.2025 10:15:06.503
599,Easy Rules,rules_51_75.yml,50000,6048,277,12.54,5459,19.05.2025 10:15:13.281
600,Easy Rules,rules_51_75.yml,50000,6070,220,12.15,5459,19.05.2025 10:15:19.900
601,Drools,rules_100.drl,50000,1935,135,30.00,7002,19.05.2025 10:16:45.282
602,Drools,rules_100.drl,50000,902,274,19.70,7002,19.05.2025 10:16:47.442
603,Drools,rules_100.drl,50000,744,215,16.80,7002,19.05.2025 10:16:48.513
604,Drools,rules_100.drl,50000,678,204,16.73,7002,19.05.2025 10:16:49.396
605,Drools,rules_100.drl,50000,687,400,13.37,7002,19.05.2025 10:16:50.218
606,Drools,rules_100.drl,50000,663,326,13.25,7002,19.05.2025 10:16:51.061
607,Drools,rules_100.drl,50000,705,323,13.16,7002,19.05.2025 10:16:51.864
608,Drools,rules_100.drl,50000,853,399,12.09,7002,19.05.2025 10:16:52.781
609,Drools,rules_100.drl,50000,693,563,13.45,7002,19.05.2025 10:16:53.793
610,Drools,rules_100.drl,50000,677,490,13.99,7002,19.05.2025 10:16:54.648
611,Drools,rules_100.drl,50000,731,610,13.95,7002,19.05.2025 10:16:55.486
612,Drools,rules_100.drl,50000,699,531,15.10,7002,19.05.2025 10:16:56.364
613,Drools,rules_100.drl,50000,685,660,14.84,7002,19.05.2025 10:16:57.230
614,Drools,rules_100.drl,50000,714,330,16.50,7002,19.05.2025 10:16:58.070
615,Drools,rules_100.drl,50000,1011,428,12.01,7002,19.05.2025 10:16:58.970
616,Drools,rules_100.drl,50000,687,535,12.40,7002,19.05.2025 10:17:00.201
617,Drools,rules_100.drl,50000,673,249,14.87,7002,19.05.2025 10:17:01.058
618,Drools,rules_100.drl,50000,753,355,12.43,7002,19.05.2025 10:17:01.870
619,Drools,rules_100.drl,50000,709,485,12.13,7002,19.05.2025 10:17:02.834
620,Drools,rules_100.drl,50000,673,655,13.20,7002,19.05.2025 10:17:03.701
621,Drools,rules_100.drl,50000,679,577,13.34,7002,19.05.2025 10:17:04.560
622,Drools,rules_100.drl,50000,916,670,12.12,7002,19.05.2025 10:17:05.405
623,Drools,rules_100.drl,50000,703,553,13.48,7002,19.05.2025 10:17:06.541
624,Drools,rules_100.drl,50000,686,728,13.13,7002,19.05.2025 10:17:07.401
625,Drools,rules_100.drl,50000,735,703,13.26,7002,19.05.2025 10:17:08.230
626,Drools,rules_100.drl,50000,681,693,13.26,7002,19.05.2025 10:17:09.165
627,Drools,rules_100.drl,50000,690,590,15.50,7002,19.05.2025 10:17:10.005
628,Drools,rules_100.drl,50000,706,707,13.47,7002,19.05.2025 10:17:10.837
629,Drools,rules_100.drl,50000,738,170,17.59,7002,19.05.2025 10:17:11.718
630,Drools,rules_100.drl,50000,773,618,14.14,7002,19.05.2025 10:17:12.596
631,Drools,rules_100.drl,50000,923,518,11.17,7002,19.05.2025 10:17:13.554
632,Drools,rules_100.drl,50000,1062,439,10.56,7002,19.05.2025 10:17:14.714
633,Drools,rules_100.drl,50000,691,313,12.83,7002,19.05.2025 10:17:15.948
634,Drools,rules_100.drl,50000,695,687,12.31,7002,19.05.2025 10:17:16.793
635,Drools,rules_100.drl,50000,821,584,12.85,7002,19.05.2025 10:17:17.641
636,Drools,rules_100.drl,50000,709,547,13.45,7002,19.05.2025 10:17:18.653
637,Drools,rules_100.drl,50000,703,467,12.61,7002,19.05.2025 10:17:19.509
638,Drools,rules_100.drl,50000,726,370,12.75,7002,19.05.2025 10:17:20.362
639,Drools,rules_100.drl,50000,1025,762,10.02,7002,19.05.2025 10:17:21.241
640,Drools,rules_100.drl,50000,877,624,10.91,7002,19.05.2025 10:17:22.487
641,Drools,rules_100.drl,50000,722,531,12.59,7002,19.05.2025 10:17:23.515
642,Drools,rules_100.drl,50000,850,427,11.56,7002,19.05.2025 10:17:24.410
643,Drools,rules_100.drl,50000,758,313,12.92,7002,19.05.2025 10:17:25.443
644,Drools,rules_100.drl,50000,702,699,11.86,7002,19.05.2025 10:17:26.382
645,Drools,rules_100.drl,50000,744,639,12.63,7002,19.05.2025 10:17:27.283
646,Drools,rules_100.drl,50000,1023,698,12.05,7002,19.05.2025 10:17:28.279
647,Drools,rules_100.drl,50000,758,410,13.90,7002,19.05.2025 10:17:29.513
648,Drools,rules_100.drl,50000,776,548,12.78,7002,19.05.2025 10:17:30.421
649,Drools,rules_100.drl,50000,809,724,13.72,7002,19.05.2025 10:17:31.442
650,Drools,rules_100.drl,50000,742,648,13.69,7002,19.05.2025 10:17:32.426
651,Drools,rules_100.drl,50000,738,748,14.66,7002,19.05.2025 10:17:33.358
652,Drools,rules_100.drl,50000,766,635,14.02,7002,19.05.2025 10:17:34.254
653,Drools,rules_100.drl,50000,855,556,12.73,7002,19.05.2025 10:17:35.194
654,Drools,rules_100.drl,50000,789,783,12.41,7002,19.05.2025 10:17:36.314
655,Drools,rules_100.drl,50000,753,781,14.06,7002,19.05.2025 10:17:37.266
656,Drools,rules_100.drl,50000,798,668,13.79,7002,19.05.2025 10:17:38.186
657,Drools,rules_100.drl,50000,767,784,13.53,7002,19.05.2025 10:17:39.156
658,Drools,rules_100.drl,50000,809,777,15.53,7002,19.05.2025 10:17:40.106
659,Drools,rules_100.drl,50000,772,813,13.61,7002,19.05.2025 10:17:41.073
660,Drools,rules_100.drl,50000,766,846,13.91,7002,19.05.2025 10:17:42.006
661,Drools,rules_100.drl,50000,968,268,15.02,7002,19.05.2025 10:17:42.982
662,Drools,rules_100.drl,50000,954,282,12.24,7002,19.05.2025 10:17:44.274
663,Drools,rules_100.drl,50000,767,295,12.80,7002,19.05.2025 10:17:45.380
664,Drools,rules_100.drl,50000,823,320,12.68,7002,19.05.2025 10:17:46.312
665,Drools,rules_100.drl,50000,778,390,13.38,7002,19.05.2025 10:17:47.296
666,Drools,rules_100.drl,50000,763,517,13.54,7002,19.05.2025 10:17:48.229
667,Drools,rules_100.drl,50000,945,343,12.31,7002,19.05.2025 10:17:49.157
668,Drools,rules_100.drl,50000,791,576,12.51,7002,19.05.2025 10:17:50.328
669,Drools,rules_100.drl,50000,764,371,14.13,7002,19.05.2025 10:17:51.295
670,Drools,rules_100.drl,50000,801,491,13.36,7002,19.05.2025 10:17:52.223
671,Drools,rules_100.drl,50000,763,675,12.66,7002,19.05.2025 10:17:53.226
672,Drools,rules_100.drl,50000,773,671,13.43,7002,19.05.2025 10:17:54.152
673,Drools,rules_100.drl,50000,761,607,13.53,7002,19.05.2025 10:17:55.083
674,Drools,rules_100.drl,50000,978,594,12.95,7002,19.05.2025 10:17:56.015
675,Drools,rules_100.drl,50000,794,664,15.69,7002,19.05.2025 10:17:57.228
676,Drools,rules_100.drl,50000,845,247,16.48,7002,19.05.2025 10:17:58.236
677,Drools,rules_100.drl,50000,827,113,15.90,7002,19.05.2025 10:17:59.230
678,Drools,rules_100.drl,50000,794,126,14.26,7002,19.05.2025 10:18:00.273
679,Drools,rules_100.drl,50000,789,193,15.02,7002,19.05.2025 10:18:01.231
680,Drools,rules_100.drl,50000,809,162,14.33,7002,19.05.2025 10:18:02.224
681,Drools,rules_100.drl,50000,821,171,14.47,7002,19.05.2025 10:18:03.195
682,Drools,rules_100.drl,50000,811,279,13.55,7002,19.05.2025 10:18:04.282
683,Drools,rules_100.drl,50000,766,125,13.26,7002,19.05.2025 10:18:05.283
684,Drools,rules_100.drl,50000,784,200,12.79,7002,19.05.2025 10:18:06.224
685,Drools,rules_100.drl,50000,814,297,12.63,7002,19.05.2025 10:18:07.165
686,Drools,rules_100.drl,50000,768,251,13.14,7002,19.05.2025 10:18:08.150
687,Drools,rules_100.drl,50000,761,326,13.16,7002,19.05.2025 10:18:09.079
688,Drools,rules_100.drl,50000,834,264,15.41,7002,19.05.2025 10:18:10.012
689,Drools,rules_100.drl,50000,864,255,13.26,7002,19.05.2025 10:18:11.109
690,Drools,rules_100.drl,50000,794,366,14.42,7002,19.05.2025 10:18:12.139
691,Drools,rules_100.drl,50000,804,311,13.90,7002,19.05.2025 10:18:13.102
692,Drools,rules_100.drl,50000,771,467,13.09,7002,19.05.2025 10:18:14.076
693,Drools,rules_100.drl,50000,772,326,13.43,7002,19.05.2025 10:18:15.006
694,Drools,rules_100.drl,50000,779,350,13.51,7002,19.05.2025 10:18:15.924
695,Drools,rules_100.drl,50000,931,413,12.40,7002,19.05.2025 10:18:16.868
696,Drools,rules_100.drl,50000,878,360,15.69,7002,19.05.2025 10:18:18.012
697,Drools,rules_100.drl,50000,807,471,14.79,7002,19.05.2025 10:18:19.050
698,Drools,rules_100.drl,50000,778,222,12.99,7002,19.05.2025 10:18:20.050
699,Drools,rules_100.drl,50000,780,389,13.70,7002,19.05.2025 10:18:20.987
700,Drools,rules_100.drl,50000,798,235,13.92,7002,19.05.2025 10:18:21.923
701,Easy Rules,rules_76_100.yml,50000,5213,572,16.66,5185,19.05.2025 10:18:23.280
702,Easy Rules,rules_76_100.yml,50000,4609,581,13.85,5185,19.05.2025 10:18:29.023
703,Easy Rules,rules_76_100.yml,50000,4602,384,13.46,5185,19.05.2025 10:18:34.157
704,Easy Rules,rules_76_100.yml,50000,4662,509,13.07,5185,19.05.2025 10:18:39.264
705,Easy Rules,rules_76_100.yml,50000,4470,598,13.21,5185,19.05.2025 10:18:44.445
706,Easy Rules,rules_76_100.yml,50000,4445,440,12.56,5185,19.05.2025 10:18:49.487
707,Easy Rules,rules_76_100.yml,50000,5330,474,11.81,5185,19.05.2025 10:18:54.378
708,Easy Rules,rules_76_100.yml,50000,5505,555,12.09,5185,19.05.2025 10:19:00.191
709,Easy Rules,rules_76_100.yml,50000,5577,554,12.53,5185,19.05.2025 10:19:06.171
710,Easy Rules,rules_76_100.yml,50000,5674,211,12.78,5185,19.05.2025 10:19:12.241
711,Easy Rules,rules_76_100.yml,50000,5500,453,12.34,5185,19.05.2025 10:19:18.414
712,Easy Rules,rules_76_100.yml,50000,4566,460,12.67,5185,19.05.2025 10:19:24.394
713,Easy Rules,rules_76_100.yml,50000,4764,255,12.19,5185,19.05.2025 10:19:29.378
714,Easy Rules,rules_76_100.yml,50000,5539,453,12.31,5185,19.05.2025 10:19:34.691
715,Easy Rules,rules_76_100.yml,50000,4674,387,12.79,5185,19.05.2025 10:19:40.745
716,Easy Rules,rules_76_100.yml,50000,4672,120,13.35,5185,19.05.2025 10:19:45.993
717,Easy Rules,rules_76_100.yml,50000,4576,265,12.90,5185,19.05.2025 10:19:51.108
718,Easy Rules,rules_76_100.yml,50000,4978,243,12.45,5185,19.05.2025 10:19:56.114
719,Easy Rules,rules_76_100.yml,50000,4505,226,13.13,5185,19.05.2025 10:20:01.626
720,Easy Rules,rules_76_100.yml,50000,5414,329,12.80,5185,19.05.2025 10:20:06.565
721,Easy Rules,rules_76_100.yml,50000,4561,230,12.84,5185,19.05.2025 10:20:12.480
722,Easy Rules,rules_76_100.yml,50000,4602,289,12.53,5185,19.05.2025 10:20:17.472
723,Easy Rules,rules_76_100.yml,50000,4490,272,13.38,5185,19.05.2025 10:20:22.537
724,Easy Rules,rules_76_100.yml,50000,4438,185,12.70,5185,19.05.2025 10:20:27.442
725,Easy Rules,rules_76_100.yml,50000,4368,276,13.28,5185,19.05.2025 10:20:32.318
726,Easy Rules,rules_76_100.yml,50000,4466,227,12.66,5185,19.05.2025 10:20:37.095
727,Easy Rules,rules_76_100.yml,50000,4698,221,12.55,5185,19.05.2025 10:20:41.973
728,Easy Rules,rules_76_100.yml,50000,4507,216,13.94,5185,19.05.2025 10:20:47.177
729,Easy Rules,rules_76_100.yml,50000,4473,223,13.08,5185,19.05.2025 10:20:52.128
730,Easy Rules,rules_76_100.yml,50000,4430,255,12.77,5185,19.05.2025 10:20:57.012
731,Easy Rules,rules_76_100.yml,50000,4453,162,13.23,5185,19.05.2025 10:21:01.880
732,Easy Rules,rules_76_100.yml,50000,4451,352,12.49,5185,19.05.2025 10:21:06.740
733,Easy Rules,rules_76_100.yml,50000,4463,461,13.35,5185,19.05.2025 10:21:11.614
734,Easy Rules,rules_76_100.yml,50000,4440,304,12.50,5185,19.05.2025 10:21:16.480
735,Easy Rules,rules_76_100.yml,50000,4464,399,12.51,5185,19.05.2025 10:21:21.308
736,Easy Rules,rules_76_100.yml,50000,4385,439,12.87,5185,19.05.2025 10:21:26.226
737,Easy Rules,rules_76_100.yml,50000,4369,440,13.13,5185,19.05.2025 10:21:31.112
738,Easy Rules,rules_76_100.yml,50000,4541,208,13.10,5185,19.05.2025 10:21:35.937
739,Easy Rules,rules_76_100.yml,50000,4504,245,12.82,5185,19.05.2025 10:21:40.936
740,Easy Rules,rules_76_100.yml,50000,4587,98,12.70,5185,19.05.2025 10:21:45.882
741,Easy Rules,rules_76_100.yml,50000,4573,228,12.69,5185,19.05.2025 10:21:50.897
742,Easy Rules,rules_76_100.yml,50000,4492,219,13.03,5185,19.05.2025 10:21:55.924
743,Easy Rules,rules_76_100.yml,50000,6017,105,12.57,5185,19.05.2025 10:22:00.915
744,Easy Rules,rules_76_100.yml,50000,4569,277,12.55,5185,19.05.2025 10:22:07.449
745,Easy Rules,rules_76_100.yml,50000,5611,261,12.21,5185,19.05.2025 10:22:12.516
746,Easy Rules,rules_76_100.yml,50000,4909,274,13.39,5185,19.05.2025 10:22:18.719
747,Easy Rules,rules_76_100.yml,50000,6185,177,12.40,5185,19.05.2025 10:22:24.132
748,Easy Rules,rules_76_100.yml,50000,5631,282,12.27,5185,19.05.2025 10:22:30.847
749,Easy Rules,rules_76_100.yml,50000,6045,346,12.33,5185,19.05.2025 10:22:36.971
750,Easy Rules,rules_76_100.yml,50000,5787,406,12.23,5185,19.05.2025 10:22:43.569
751,Easy Rules,rules_76_100.yml,50000,4615,408,12.58,5185,19.05.2025 10:22:49.873
752,Easy Rules,rules_76_100.yml,50000,4956,431,12.41,5185,19.05.2025 10:22:54.911
753,Easy Rules,rules_76_100.yml,50000,4758,354,12.46,5185,19.05.2025 10:23:00.298
754,Easy Rules,rules_76_100.yml,50000,4583,199,13.68,5185,19.05.2025 10:23:05.651
755,Easy Rules,rules_76_100.yml,50000,6007,194,12.33,5185,19.05.2025 10:23:10.702
756,Easy Rules,rules_76_100.yml,50000,4516,329,12.47,5185,19.05.2025 10:23:17.267
757,Easy Rules,rules_76_100.yml,50000,5016,170,12.80,5185,19.05.2025 10:23:22.236
758,Easy Rules,rules_76_100.yml,50000,6052,174,12.35,5185,19.05.2025 10:23:27.749
759,Easy Rules,rules_76_100.yml,50000,6049,269,12.06,5185,19.05.2025 10:23:34.327
760,Easy Rules,rules_76_100.yml,50000,5713,274,12.70,5185,19.05.2025 10:23:40.881
761,Easy Rules,rules_76_100.yml,50000,6220,170,12.52,5185,19.05.2025 10:23:47.128
762,Easy Rules,rules_76_100.yml,50000,4699,160,12.55,5185,19.05.2025 10:23:53.842
763,Easy Rules,rules_76_100.yml,50000,5138,175,12.20,5185,19.05.2025 10:23:59.002
764,Easy Rules,rules_76_100.yml,50000,6215,160,12.49,5185,19.05.2025 10:24:04.635
765,Easy Rules,rules_76_100.yml,50000,5745,239,12.15,5185,19.05.2025 10:24:11.342
766,Easy Rules,rules_76_100.yml,50000,5995,184,12.30,5185,19.05.2025 10:24:17.592
767,Easy Rules,rules_76_100.yml,50000,5928,225,12.08,5185,19.05.2025 10:24:24.043
768,Easy Rules,rules_76_100.yml,50000,5622,177,12.67,5185,19.05.2025 10:24:30.512
769,Easy Rules,rules_76_100.yml,50000,5087,312,12.50,5185,19.05.2025 10:24:36.665
770,Easy Rules,rules_76_100.yml,50000,5726,328,12.29,5185,19.05.2025 10:24:42.273
771,Easy Rules,rules_76_100.yml,50000,4555,308,12.62,5185,19.05.2025 10:24:48.447
772,Easy Rules,rules_76_100.yml,50000,5919,208,12.35,5185,19.05.2025 10:24:53.482
773,Easy Rules,rules_76_100.yml,50000,6062,175,12.25,5185,19.05.2025 10:24:59.924
774,Easy Rules,rules_76_100.yml,50000,5684,329,12.21,5185,19.05.2025 10:25:06.455
775,Easy Rules,rules_76_100.yml,50000,4592,388,12.89,5185,19.05.2025 10:25:12.646
776,Easy Rules,rules_76_100.yml,50000,5864,286,12.10,5185,19.05.2025 10:25:17.661
777,Easy Rules,rules_76_100.yml,50000,5971,115,12.50,5185,19.05.2025 10:25:24.106
778,Easy Rules,rules_76_100.yml,50000,4533,237,12.52,5185,19.05.2025 10:25:30.572
779,Easy Rules,rules_76_100.yml,50000,5553,303,12.24,5185,19.05.2025 10:25:35.524
780,Easy Rules,rules_76_100.yml,50000,6333,262,12.32,5185,19.05.2025 10:25:41.622
781,Easy Rules,rules_76_100.yml,50000,4594,434,12.25,5185,19.05.2025 10:25:48.436
782,Easy Rules,rules_76_100.yml,50000,5210,403,12.32,5185,19.05.2025 10:25:53.523
783,Easy Rules,rules_76_100.yml,50000,6146,172,12.33,5185,19.05.2025 10:25:59.342
784,Easy Rules,rules_76_100.yml,50000,4799,262,12.36,5185,19.05.2025 10:26:05.990
785,Easy Rules,rules_76_100.yml,50000,5244,287,12.19,5185,19.05.2025 10:26:11.250
786,Easy Rules,rules_76_100.yml,50000,4584,259,13.47,5185,19.05.2025 10:26:17.103
787,Easy Rules,rules_76_100.yml,50000,5910,146,12.54,5185,19.05.2025 10:26:22.179
788,Easy Rules,rules_76_100.yml,50000,4577,203,12.78,5185,19.05.2025 10:26:28.678
789,Easy Rules,rules_76_100.yml,50000,5576,279,12.15,5185,19.05.2025 10:26:33.697
790,Easy Rules,rules_76_100.yml,50000,6485,426,12.14,5185,19.05.2025 10:26:39.856
791,Easy Rules,rules_76_100.yml,50000,5949,181,12.37,5185,19.05.2025 10:26:46.924
792,Easy Rules,rules_76_100.yml,50000,5181,238,11.66,5185,19.05.2025 10:26:53.465
793,Easy Rules,rules_76_100.yml,50000,6574,251,10.82,5185,19.05.2025 10:26:59.036
794,Easy Rules,rules_76_100.yml,50000,7402,366,10.23,5185,19.05.2025 10:27:06.288
795,Easy Rules,rules_76_100.yml,50000,5856,365,12.30,5185,19.05.2025 10:27:14.248
796,Easy Rules,rules_76_100.yml,50000,6326,332,11.67,5185,19.05.2025 10:27:20.629
797,Easy Rules,rules_76_100.yml,50000,6409,376,11.34,5185,19.05.2025 10:27:27.562
798,Easy Rules,rules_76_100.yml,50000,4501,454,12.55,5185,19.05.2025 10:27:34.506
799,Easy Rules,rules_76_100.yml,50000,4678,538,12.19,5185,19.05.2025 10:27:39.470
800,Easy Rules,rules_76_100.yml,50000,4857,564,12.63,5185,19.05.2025 10:27:44.651
801,Drools,rules_25.drl,100000,2744,125,27.97,3633,19.05.2025 11:00:33.288
802,Drools,rules_25.drl,100000,1505,351,17.50,3633,19.05.2025 11:00:36.449
803,Drools,rules_25.drl,100000,1716,557,15.28,3633,19.05.2025 11:00:38.260
804,Drools,rules_25.drl,100000,1544,253,13.81,3633,19.05.2025 11:00:40.312
805,Drools,rules_25.drl,100000,1510,428,13.51,3633,19.05.2025 11:00:42.118
806,Drools,rules_25.drl,100000,1422,611,13.45,3633,19.05.2025 11:00:43.868
807,Drools,rules_25.drl,100000,1566,656,15.23,3633,19.05.2025 11:00:45.542
808,Drools,rules_25.drl,100000,1518,513,15.83,3633,19.05.2025 11:00:47.378
809,Drools,rules_25.drl,100000,1461,691,13.84,3633,19.05.2025 11:00:49.160
810,Drools,rules_25.drl,100000,1736,441,15.59,3633,19.05.2025 11:00:50.919
811,Drools,rules_25.drl,100000,1632,201,14.31,3633,19.05.2025 11:00:52.943
812,Drools,rules_25.drl,100000,1461,549,13.55,3633,19.05.2025 11:00:54.815
813,Drools,rules_25.drl,100000,1546,550,14.59,3633,19.05.2025 11:00:56.596
814,Drools,rules_25.drl,100000,1534,603,15.98,3633,19.05.2025 11:00:58.432
815,Drools,rules_25.drl,100000,1501,290,15.03,3633,19.05.2025 11:01:00.301
816,Drools,rules_25.drl,100000,1579,336,15.02,3633,19.05.2025 11:01:02.038
817,Drools,rules_25.drl,100000,1500,574,14.03,3633,19.05.2025 11:01:03.893
818,Drools,rules_25.drl,100000,1507,403,14.53,3633,19.05.2025 11:01:05.635
819,Drools,rules_25.drl,100000,1475,404,14.24,3633,19.05.2025 11:01:07.377
820,Drools,rules_25.drl,100000,1473,471,14.91,3633,19.05.2025 11:01:09.090
821,Drools,rules_25.drl,100000,1453,535,14.05,3633,19.05.2025 11:01:10.828
822,Drools,rules_25.drl,100000,1477,268,15.80,3633,19.05.2025 11:01:12.575
823,Drools,rules_25.drl,100000,1465,221,14.71,3633,19.05.2025 11:01:14.325
824,Drools,rules_25.drl,100000,1460,528,14.28,3633,19.05.2025 11:01:15.989
825,Drools,rules_25.drl,100000,1481,513,14.30,3633,19.05.2025 11:01:17.674
826,Drools,rules_25.drl,100000,1603,170,16.13,3633,19.05.2025 11:01:19.455
827,Drools,rules_25.drl,100000,1599,281,13.90,3633,19.05.2025 11:01:21.327
828,Drools,rules_25.drl,100000,1544,310,14.16,3633,19.05.2025 11:01:23.167
829,Drools,rules_25.drl,100000,1642,137,14.36,3633,19.05.2025 11:01:24.976
830,Drools,rules_25.drl,100000,1586,352,14.43,3633,19.05.2025 11:01:26.870
831,Drools,rules_25.drl,100000,1633,282,15.73,3633,19.05.2025 11:01:28.758
832,Drools,rules_25.drl,100000,1557,359,15.32,3633,19.05.2025 11:01:30.711
833,Drools,rules_25.drl,100000,1800,645,14.69,3633,19.05.2025 11:01:32.552
834,Drools,rules_25.drl,100000,1580,532,14.50,3633,19.05.2025 11:01:34.680
835,Drools,rules_25.drl,100000,1601,527,13.01,3633,19.05.2025 11:01:36.662
836,Drools,rules_25.drl,100000,1632,743,14.20,3633,19.05.2025 11:01:38.583
837,Drools,rules_25.drl,100000,1682,654,14.28,3633,19.05.2025 11:01:40.450
838,Drools,rules_25.drl,100000,1846,211,16.12,3633,19.05.2025 11:01:42.449
839,Drools,rules_25.drl,100000,1737,448,13.30,3633,19.05.2025 11:01:44.599
840,Drools,rules_25.drl,100000,1673,491,14.41,3633,19.05.2025 11:01:46.644
841,Drools,rules_25.drl,100000,1750,657,15.44,3633,19.05.2025 11:01:48.619
842,Drools,rules_25.drl,100000,1579,645,14.53,3633,19.05.2025 11:01:50.617
843,Drools,rules_25.drl,100000,1820,527,15.81,3633,19.05.2025 11:01:52.498
844,Drools,rules_25.drl,100000,1670,457,14.18,3633,19.05.2025 11:01:54.602
845,Drools,rules_25.drl,100000,1801,544,14.83,3633,19.05.2025 11:01:56.600
846,Drools,rules_25.drl,100000,1515,638,15.82,3633,19.05.2025 11:01:58.685
847,Drools,rules_25.drl,100000,1577,557,14.73,3633,19.05.2025 11:02:00.458
848,Drools,rules_25.drl,100000,1608,469,15.04,3633,19.05.2025 11:02:02.322
849,Drools,rules_25.drl,100000,1762,453,15.59,3633,19.05.2025 11:02:04.284
850,Drools,rules_25.drl,100000,1627,556,13.20,3633,19.05.2025 11:02:06.363
851,Drools,rules_25.drl,100000,1585,532,15.66,3633,19.05.2025 11:02:08.284
852,Drools,rules_25.drl,100000,1585,678,15.41,3633,19.05.2025 11:02:10.155
853,Drools,rules_25.drl,100000,1744,784,15.59,3633,19.05.2025 11:02:12.036
854,Drools,rules_25.drl,100000,1837,713,15.53,3633,19.05.2025 11:02:14.126
855,Drools,rules_25.drl,100000,1838,339,14.54,3633,19.05.2025 11:02:16.251
856,Drools,rules_25.drl,100000,1794,511,12.97,3633,19.05.2025 11:02:18.378
857,Drools,rules_25.drl,100000,1823,795,13.08,3633,19.05.2025 11:02:20.434
858,Drools,rules_25.drl,100000,1771,511,14.77,3633,19.05.2025 11:02:22.561
859,Drools,rules_25.drl,100000,1553,770,13.42,3633,19.05.2025 11:02:24.592
860,Drools,rules_25.drl,100000,1786,630,15.04,3633,19.05.2025 11:02:26.442
861,Drools,rules_25.drl,100000,1724,922,13.74,3633,19.05.2025 11:02:28.510
862,Drools,rules_25.drl,100000,1846,847,14.13,3633,19.05.2025 11:02:30.518
863,Drools,rules_25.drl,100000,1892,514,15.81,3633,19.05.2025 11:02:32.752
864,Drools,rules_25.drl,100000,1814,331,15.59,3633,19.05.2025 11:02:34.988
865,Drools,rules_25.drl,100000,1888,472,14.03,3633,19.05.2025 11:02:37.086
866,Drools,rules_25.drl,100000,1794,643,13.67,3633,19.05.2025 11:02:39.293
867,Drools,rules_25.drl,100000,1897,419,15.78,3633,19.05.2025 11:02:41.377
868,Drools,rules_25.drl,100000,1788,257,14.76,3633,19.05.2025 11:02:43.602
869,Drools,rules_25.drl,100000,1809,418,13.86,3633,19.05.2025 11:02:45.664
870,Drools,rules_25.drl,100000,1852,389,15.74,3633,19.05.2025 11:02:47.781
871,Drools,rules_25.drl,100000,1889,306,15.14,3633,19.05.2025 11:02:49.973
872,Drools,rules_25.drl,100000,1725,622,13.95,3633,19.05.2025 11:02:52.151
873,Drools,rules_25.drl,100000,1707,435,14.05,3633,19.05.2025 11:02:54.164
874,Drools,rules_25.drl,100000,1802,428,14.44,3633,19.05.2025 11:02:56.204
875,Drools,rules_25.drl,100000,1915,330,15.39,3633,19.05.2025 11:02:58.335
876,Drools,rules_25.drl,100000,1810,307,13.68,3633,19.05.2025 11:03:00.549
877,Drools,rules_25.drl,100000,1794,408,13.72,3633,19.05.2025 11:03:02.690
878,Drools,rules_25.drl,100000,1655,659,13.92,3633,19.05.2025 11:03:04.762
879,Drools,rules_25.drl,100000,1845,610,15.39,3633,19.05.2025 11:03:06.736
880,Drools,rules_25.drl,100000,1969,255,16.03,3633,19.05.2025 11:03:08.927
881,Drools,rules_25.drl,100000,1936,583,15.35,3633,19.05.2025 11:03:11.258
882,Drools,rules_25.drl,100000,1752,655,12.97,3633,19.05.2025 11:03:13.543
883,Drools,rules_25.drl,100000,1780,331,13.14,3633,19.05.2025 11:03:15.591
884,Drools,rules_25.drl,100000,1631,643,12.58,3633,19.05.2025 11:03:17.756
885,Drools,rules_25.drl,100000,1738,480,14.91,3633,19.05.2025 11:03:19.660
886,Drools,rules_25.drl,100000,1829,541,13.81,3633,19.05.2025 11:03:21.705
887,Drools,rules_25.drl,100000,1918,253,15.25,3633,19.05.2025 11:03:23.900
888,Drools,rules_25.drl,100000,1944,272,13.93,3633,19.05.2025 11:03:26.150
889,Drools,rules_25.drl,100000,1846,720,12.96,3633,19.05.2025 11:03:28.396
890,Drools,rules_25.drl,100000,1813,470,13.47,3633,19.05.2025 11:03:30.523
891,Drools,rules_25.drl,100000,1860,553,13.61,3633,19.05.2025 11:03:32.631
892,Drools,rules_25.drl,100000,1865,249,14.88,3633,19.05.2025 11:03:34.806
893,Drools,rules_25.drl,100000,1829,234,15.18,3633,19.05.2025 11:03:37.003
894,Drools,rules_25.drl,100000,1883,515,15.11,3633,19.05.2025 11:03:39.181
895,Drools,rules_25.drl,100000,1807,251,14.80,3633,19.05.2025 11:03:41.384
896,Drools,rules_25.drl,100000,1743,429,13.04,3633,19.05.2025 11:03:43.487
897,Drools,rules_25.drl,100000,1692,365,13.10,3633,19.05.2025 11:03:45.568
898,Drools,rules_25.drl,100000,1838,545,13.52,3633,19.05.2025 11:03:47.559
899,Drools,rules_25.drl,100000,1907,502,14.39,3633,19.05.2025 11:03:49.749
900,Drools,rules_25.drl,100000,1903,239,14.21,3633,19.05.2025 11:03:51.962
901,Easy Rules,rules_1_25.yml,100000,10877,367,14.23,3104,19.05.2025 11:03:54.386
